Date,Department,Age,Employees
201112,Statistics Canada,< 20,51
201206,Department of Finance Canada,55-59,51
201209,Canadian Institutes of Health Research,50-54,51
201209,Canadian Space Agency,30-34,51
201209,Indigenous and Northern Affairs Canada,65-69,51
201209,Treasury Board of Canada Secretariat,60-64,51
201212,Office of the Superintendent of Financial Institutions Canada,25-29,51
201303,Atlantic Canada Opportunities Agency,30-34,51
201303,Financial Transactions and Reports Analysis Centre of Canada,25-29,51
201303,Canadian Institutes of Health Research,45-49,51
201303,Indigenous and Northern Affairs Canada,65-69,51
201303,Parole Board of Canada,35-39,51
201306,Economic Development Agency of Canada for the Regions of Quebec,45-49,51
201306,Canadian International Development Agency,20-24,51
201306,Parole Board of Canada,35-39,51
201309,Canada School of Public Service,25-29,51
201309,Canada School of Public Service,55-59,51
201309,Canadian Grain Commission,40-44,51
201309,Canadian Institutes of Health Research,45-49,51
201309,National Energy Board,55-59,51
201309,Public Service Commission of Canada,25-29,51
201312,Economic Development Agency of Canada for the Regions of Quebec,35-39,51
201403,Canadian Nuclear Safety Commission,25-29,51
201406,Canadian Grain Commission,35-39,51
201406,Department of Finance Canada,55-59,51
201406,Economic Development Agency of Canada for the Regions of Quebec,55-59,51
201406,Parole Board of Canada,35-39,51
201406,Canadian Radio-television and Telecommunications Commission,40-44,51
201406,Office of the Superintendent of Financial Institutions Canada,25-29,51
201412,Canadian Grain Commission,55-59,51
201412,Innovation Science and Economic Development Canada,65-69,51
201412,National Research Council Canada,20-24,51
201503,Science and Engineering Research Canada,30-34,51
201503,Canadian Radio-television and Telecommunications Commission,55-59,51
201506,Innovation Science and Economic Development Canada,65-69,51
201509,Canadian Grain Commission,35-39,51
201509,Employment and Social Development Canada,< 20,51
201509,Canadian Nuclear Safety Commission,25-29,51
201509,National Film Board,55-59,51
201509,Parole Board of Canada,30-34,51
201512,National Film Board,55-59,51
201603,Financial Transactions and Reports Analysis Centre of Canada,35-39,51
201603,Statistics Canada,70 +,51
200803,National Energy Board,50-54,50
200803,Immigration and Refugee Board of Canada,25-29,50
200803,Parole Board of Canada,40-44,50
200803,Science and Engineering Research Canada,30-34,50
200806,Atlantic Canada Opportunities Agency,20-24,50
200806,Canada Border Services Agency,65-69,50
200806,Canada School of Public Service,60-64,50
200806,Department of Finance Canada,20-24,50
200806,Immigration Refugees and Citizenship Canada,< 20,50
200806,Immigration and Refugee Board of Canada,25-29,50
200809,Canadian Institutes of Health Research,25-29,50
200809,Canada Revenue Agency,70 +,50
200812,Indian Residential Schools Resolution Canada,45-49,50
200812,Canadian Radio-television and Telecommunications Commission,25-29,50
200903,Canadian Radio-television and Telecommunications Commission,25-29,50
200903,Western Economic Diversification Canada,30-34,50
200906,Parks Canada,65-69,50
200906,Canadian Space Agency,55-59,50
200906,Statistics Canada,< 20,50
200906,Western Economic Diversification Canada,30-34,50
200909,National Energy Board,55-59,50
200909,Western Economic Diversification Canada,40-44,50
200912,Economic Development Agency of Canada for the Regions of Quebec,30-34,50
201003,Elections Canada,55-59,50
201003,Financial Transactions and Reports Analysis Centre of Canada,25-29,50
201003,National Energy Board,30-34,50
201006,Science and Engineering Research Canada,40-44,50
201009,National Energy Board,30-34,50
201009,National Film Board,40-44,50
201012,Economic Development Agency of Canada for the Regions of Quebec,40-44,50
201012,Treasury Board of Canada Secretariat,60-64,50
201103,Canadian Transportation Agency,50-54,50
201103,Federal Judges not part of any department,45-49,50
201106,Atlantic Canada Opportunities Agency,25-29,50
201106,Indigenous and Northern Affairs Canada,65-69,50
201106,Canadian Radio-television and Telecommunications Commission,55-59,50
201106,Treasury Board of Canada Secretariat,60-64,50
201109,Environment and Climate Change Canada,65-69,50
201109,Economic Development Agency of Canada for the Regions of Quebec,30-34,50
201109,Economic Development Agency of Canada for the Regions of Quebec,55-59,50
201112,Canadian Transportation Agency,50-54,50
201203,Economic Development Agency of Canada for the Regions of Quebec,40-44,50
201203,Infrastructure Canada,40-44,50
201203,Western Economic Diversification Canada,35-39,50
201206,National Energy Board,30-34,50
201206,Infrastructure Canada,40-44,50
201209,Parks Canada,65-69,50
201209,Infrastructure Canada,40-44,50
201209,Natural Resources Canada,20-24,50
201209,Western Economic Diversification Canada,30-34,50
201212,Canadian Space Agency,30-34,50
201212,Transportation Safety Board of Canada,50-54,50
201212,Western Economic Diversification Canada,55-59,50
201303,Canadian Space Agency,30-34,50
201303,Federal Judges not part of any department,45-49,50
201303,Parole Board of Canada,30-34,50
201303,Canadian Heritage,20-24,50
201303,Royal Canadian Mounted Police (Civilian Staff),65-69,50
201306,National Energy Board,55-59,50
201306,Parole Board of Canada,30-34,50
201306,Office of the Superintendent of Financial Institutions Canada,25-29,50
201309,Office of the Superintendent of Financial Institutions Canada,25-29,50
201312,Canada School of Public Service,25-29,50
201312,Economic Development Agency of Canada for the Regions of Quebec,45-49,50
201312,Economic Development Agency of Canada for the Regions of Quebec,55-59,50
201312,Department of Justice Canada,20-24,50
201403,Innovation Science and Economic Development Canada,65-69,50
201403,Department of Finance Canada,55-59,50
201403,Economic Development Agency of Canada for the Regions of Quebec,55-59,50
201406,Library and Archives Canada,20-24,50
201406,Canadian Institutes of Health Research,50-54,50
201409,Courts Administration Service,30-34,50
201409,Federal Judges not part of any department,45-49,50
201412,Canadian Grain Commission,35-39,50
201503,Canadian Grain Commission,45-49,50
201503,Infrastructure Canada,40-44,50
201506,Parole Board of Canada,30-34,50
201509,Canada Revenue Agency,< 20,50
201512,Elections Canada,20-24,50
201603,Immigration and Refugee Board of Canada,25-29,50
201603,National Film Board,55-59,50
201603,Parole Board of Canada,30-34,50
200806,Office of the Auditor General of Canada,55-59,49
200809,Elections Canada,55-59,49
200809,Canadian Space Agency,55-59,49
200809,Canadian Nuclear Safety Commission,25-29,49
200812,Canadian Transportation Agency,50-54,49
200812,Canada School of Public Service,20-24,49
200812,Financial Transactions and Reports Analysis Centre of Canada,25-29,49
200812,Canadian Grain Commission,25-29,49
200812,Canadian Institutes of Health Research,25-29,49
200812,Economic Development Agency of Canada for the Regions of Quebec,35-39,49
200903,Canada Border Services Agency,< 20,49
200903,Environment and Climate Change Canada,< 20,49
200903,Innovation Science and Economic Development Canada,65-69,49
200906,Canadian Space Agency,20-24,49
200906,Canada Public Service Agency,35-39,49
200906,Canadian Food Inspection Agency,< 20,49
200909,Canadian Nuclear Safety Commission,60-64,49
200909,Innovation Science and Economic Development Canada,65-69,49
200909,Veterans Affairs Canada,65-69,49
200909,Royal Canadian Mounted Police (Civilian Staff),65-69,49
200909,Canadian Radio-television and Telecommunications Commission,25-29,49
200912,Canadian Transportation Agency,50-54,49
201003,Canadian Space Agency,20-24,49
201003,Indigenous and Northern Affairs Canada,65-69,49
201003,National Film Board,55-59,49
201003,Western Economic Diversification Canada,40-44,49
201006,Canadian Transportation Agency,50-54,49
201006,Environment and Climate Change Canada,65-69,49
201006,National Energy Board,35-39,49
201006,National Film Board,55-59,49
201009,Canadian Transportation Agency,50-54,49
201009,Canadian Institutes of Health Research,25-29,49
201009,Environment and Climate Change Canada,65-69,49
201103,National Energy Board,30-34,49
201103,Infrastructure Canada,40-44,49
201106,Economic Development Agency of Canada for the Regions of Quebec,55-59,49
201106,Federal Judges not part of any department,45-49,49
201109,Canadian Institutes of Health Research,25-29,49
201109,Infrastructure Canada,40-44,49
201112,Canadian Space Agency,25-29,49
201112,Economic Development Agency of Canada for the Regions of Quebec,55-59,49
201203,Elections Canada,55-59,49
201203,Royal Canadian Mounted Police (Civilian Staff),65-69,49
201206,Western Economic Diversification Canada,45-49,49
201209,National Energy Board,40-44,49
201209,Canadian International Development Agency,20-24,49
201209,Science and Engineering Research Canada,30-34,49
201209,Office of the Superintendent of Financial Institutions Canada,25-29,49
201212,Canadian Institutes of Health Research,50-54,49
201303,Canadian Institutes of Health Research,50-54,49
201303,Office of the Superintendent of Financial Institutions Canada,25-29,49
201303,Western Economic Diversification Canada,45-49,49
201306,Parks Canada,65-69,49
201306,Canadian Institutes of Health Research,50-54,49
201306,Canadian Space Agency,30-34,49
201309,Western Economic Diversification Canada,45-49,49
201312,Canadian Nuclear Safety Commission,25-29,49
201312,National Energy Board,55-59,49
201403,Financial Transactions and Reports Analysis Centre of Canada,45-49,49
201403,Parole Board of Canada,35-39,49
201403,Transportation Safety Board of Canada,50-54,49
201403,Western Economic Diversification Canada,45-49,49
201406,National Energy Board,55-59,49
201406,Science and Engineering Research Canada,30-34,49
201406,Western Economic Diversification Canada,45-49,49
201409,National Energy Board,55-59,49
201412,Canadian Radio-television and Telecommunications Commission,40-44,49
201412,Canadian Radio-television and Telecommunications Commission,55-59,49
201503,Economic Development Agency of Canada for the Regions of Quebec,55-59,49
201503,National Film Board,55-59,49
201509,Financial Transactions and Reports Analysis Centre of Canada,30-34,49
201509,Canadian Grain Commission,45-49,49
201509,Economic Development Agency of Canada for the Regions of Quebec,55-59,49
201509,Treasury Board of Canada Secretariat,20-24,49
201512,Administrative Tribunals Support Service of Canada,35-39,49
201512,Financial Transactions and Reports Analysis Centre of Canada,35-39,49
201512,Federal Economic Development Agency for Southern Ontario,35-39,49
201603,Employment and Social Development Canada,70 +,49
200803,Atlantic Canada Opportunities Agency,25-29,48
200803,Canadian Transportation Agency,50-54,48
200803,Canada Border Services Agency,< 20,48
200803,Science and Engineering Research Canada,35-39,48
200803,Treasury Board of Canada Secretariat,20-24,48
200806,Canadian Transportation Agency,50-54,48
200806,Economic Development Agency of Canada for the Regions of Quebec,35-39,48
200806,Canadian Radio-television and Telecommunications Commission,40-44,48
200809,Economic Development Agency of Canada for the Regions of Quebec,55-59,48
200809,Canadian Food Inspection Agency,65-69,48
200809,Royal Canadian Mounted Police (Civilian Staff),65-69,48
200809,Canadian Radio-television and Telecommunications Commission,40-44,48
200812,Innovation Science and Economic Development Canada,65-69,48
200812,Federal Judges not part of any department,45-49,48
200812,National Film Board,25-29,48
200903,Environment and Climate Change Canada,65-69,48
200903,National Film Board,25-29,48
200903,National Film Board,55-59,48
200903,Science and Engineering Research Canada,30-34,48
200906,National Film Board,55-59,48
200906,Science and Engineering Research Canada,30-34,48
200909,Canadian Transportation Agency,50-54,48
200909,Canada School of Public Service,60-64,48
200909,National Film Board,55-59,48
200912,Canada School of Public Service,60-64,48
200912,Veterans Affairs Canada,65-69,48
200912,National Energy Board,35-39,48
200912,Western Economic Diversification Canada,40-44,48
201003,Financial Transactions and Reports Analysis Centre of Canada,40-44,48
201003,National Energy Board,55-59,48
201003,Canadian Radio-television and Telecommunications Commission,25-29,48
201006,Courts Administration Service,20-24,48
201006,Canada School of Public Service,20-24,48
201006,Financial Transactions and Reports Analysis Centre of Canada,40-44,48
201006,Fisheries and Oceans Canada,< 20,48
201006,National Energy Board,30-34,48
201006,Economic Development Agency of Canada for the Regions of Quebec,40-44,48
201006,National Film Board,40-44,48
201006,Transportation Safety Board of Canada,50-54,48
201009,Federal Judges not part of any department,45-49,48
201012,Employment and Social Development Canada,< 20,48
201012,Transportation Safety Board of Canada,45-49,48
201106,Library and Archives Canada,20-24,48
201106,Fisheries and Oceans Canada,< 20,48
201106,Environment and Climate Change Canada,65-69,48
201106,Infrastructure Canada,40-44,48
201109,Financial Transactions and Reports Analysis Centre of Canada,30-34,48
201109,Western Economic Diversification Canada,25-29,48
201112,Innovation Science and Economic Development Canada,65-69,48
201112,National Energy Board,55-59,48
201209,Atlantic Canada Opportunities Agency,30-34,48
201212,National Energy Board,55-59,48
201212,Infrastructure Canada,40-44,48
201212,Federal Judges not part of any department,45-49,48
201212,Parole Board of Canada,35-39,48
201212,Western Economic Diversification Canada,45-49,48
201303,Immigration Refugees and Citizenship Canada,65-69,48
201306,Canadian Grain Commission,30-34,48
201306,Infrastructure Canada,25-29,48
201306,Western Economic Diversification Canada,35-39,48
201309,Canadian Institutes of Health Research,50-54,48
201309,Economic Development Agency of Canada for the Regions of Quebec,45-49,48
201309,Federal Judges not part of any department,45-49,48
201309,Statistics Canada,< 20,48
201312,Financial Transactions and Reports Analysis Centre of Canada,45-49,48
201312,Department of Finance Canada,55-59,48
201312,Federal Judges not part of any department,45-49,48
201312,Office of the Superintendent of Financial Institutions Canada,25-29,48
201312,Transportation Safety Board of Canada,50-54,48
201403,Canadian Institutes of Health Research,50-54,48
201406,Canadian Grain Commission,55-59,48
201409,Canadian Grain Commission,35-39,48
201409,Department of Finance Canada,55-59,48
201409,Economic Development Agency of Canada for the Regions of Quebec,45-49,48
201412,Economic Development Agency of Canada for the Regions of Quebec,35-39,48
201412,National Film Board,55-59,48
201412,Western Economic Diversification Canada,45-49,48
201503,Agriculture and Agri-Food Canada,< 20,48
201503,Administrative Tribunals Support Service of Canada,35-39,48
201503,National Energy Board,55-59,48
201506,National Energy Board,55-59,48
201506,National Film Board,55-59,48
201509,National Energy Board,55-59,48
201512,Parks Canada,65-69,48
201512,Canadian Radio-television and Telecommunications Commission,45-49,48
201603,Canadian Transportation Agency,50-54,48
200803,Canadian Transportation Agency,45-49,47
200803,Innovation Science and Economic Development Canada,65-69,47
200803,Global Affairs Canada,< 20,47
200803,Privy Council Office,20-24,47
200806,Office of the Auditor General of Canada,20-24,47
200806,Canadian Space Agency,55-59,47
200806,National Film Board,25-29,47
200806,Science and Engineering Research Canada,30-34,47
200806,Science and Engineering Research Canada,35-39,47
200809,Canadian Transportation Agency,50-54,47
200809,National Defence,70 +,47
200809,Veterans Affairs Canada,65-69,47
200809,National Energy Board,50-54,47
200809,Western Economic Diversification Canada,25-29,47
200812,National Energy Board,30-34,47
200812,Canadian International Development Agency,20-24,47
200812,Public Service Commission of Canada,20-24,47
200903,National Energy Board,35-39,47
200906,Atlantic Canada Opportunities Agency,20-24,47
200906,Courts Administration Service,20-24,47
200906,Canadian Nuclear Safety Commission,60-64,47
200906,Environment and Climate Change Canada,65-69,47
200906,Infrastructure Canada,30-34,47
200906,Public Service Commission of Canada,20-24,47
200909,Financial Transactions and Reports Analysis Centre of Canada,30-34,47
200909,National Energy Board,35-39,47
200909,Indigenous and Northern Affairs Canada,65-69,47
200909,Science and Engineering Research Canada,25-29,47
200912,Financial Transactions and Reports Analysis Centre of Canada,40-44,47
200912,Infrastructure Canada,35-39,47
200912,National Film Board,55-59,47
200912,Science and Engineering Research Canada,25-29,47
200912,Canadian Radio-television and Telecommunications Commission,25-29,47
201003,Canadian Transportation Agency,50-54,47
201006,Parks Canada,65-69,47
201006,Indigenous and Northern Affairs Canada,65-69,47
201006,Transportation Safety Board of Canada,45-49,47
201006,Western Economic Diversification Canada,20-24,47
201009,Atlantic Canada Opportunities Agency,25-29,47
201009,Transportation Safety Board of Canada,45-49,47
201012,Elections Canada,55-59,47
201012,Canadian Environmental Assessment Agency,35-39,47
201012,Economic Development Agency of Canada for the Regions of Quebec,55-59,47
201012,Federal Judges not part of any department,45-49,47
201012,Canadian Radio-television and Telecommunications Commission,35-39,47
201103,Library and Archives Canada,20-24,47
201103,Canadian Environmental Assessment Agency,35-39,47
201106,Canadian Food Inspection Agency,< 20,47
201106,Health Canada,< 20,47
201106,Transportation Safety Board of Canada,45-49,47
201106,Western Economic Diversification Canada,35-39,47
201109,Indigenous and Northern Affairs Canada,65-69,47
201109,Parole Board of Canada,35-39,47
201109,Canadian Radio-television and Telecommunications Commission,25-29,47
201109,Western Economic Diversification Canada,35-39,47
201112,Department of Finance Canada,55-59,47
201203,Parole Board of Canada,35-39,47
201203,Public Safety Canada,20-24,47
201206,Innovation Science and Economic Development Canada,65-69,47
201206,Veterans Affairs Canada,65-69,47
201206,Offices of the information and Privacy Commissioners of Canada,30-34,47
201209,Elections Canada,25-29,47
201209,Department of Finance Canada,55-59,47
201212,Elections Canada,25-29,47
201212,Elections Canada,55-59,47
201303,National Energy Board,55-59,47
201303,Infrastructure Canada,40-44,47
201306,Canada School of Public Service,55-59,47
201306,Financial Transactions and Reports Analysis Centre of Canada,45-49,47
201309,Innovation Science and Economic Development Canada,65-69,47
201312,Canadian Institutes of Health Research,50-54,47
201312,Innovation Science and Economic Development Canada,65-69,47
201312,Economic Development Agency of Canada for the Regions of Quebec,40-44,47
201312,Immigration Refugees and Citizenship Canada,65-69,47
201403,Economic Development Agency of Canada for the Regions of Quebec,40-44,47
201403,Economic Development Agency of Canada for the Regions of Quebec,45-49,47
201409,Innovation Science and Economic Development Canada,20-24,47
201409,Innovation Science and Economic Development Canada,65-69,47
201409,Economic Development Agency of Canada for the Regions of Quebec,35-39,47
201412,National Energy Board,55-59,47
201412,Offices of the information and Privacy Commissioners of Canada,30-34,47
201412,Canadian Radio-television and Telecommunications Commission,45-49,47
201503,Library and Archives Canada,60-64,47
201503,Canadian Radio-television and Telecommunications Commission,45-49,47
201506,Economic Development Agency of Canada for the Regions of Quebec,40-44,47
201506,Economic Development Agency of Canada for the Regions of Quebec,55-59,47
201506,National Film Board,30-34,47
201506,Canadian Radio-television and Telecommunications Commission,40-44,47
201509,Elections Canada,60-64,47
201512,Canadian Environmental Assessment Agency,35-39,47
201512,Immigration and Refugee Board of Canada,25-29,47
201603,Canadian Grain Commission,45-49,47
201603,Economic Development Agency of Canada for the Regions of Quebec,40-44,47
200803,Canada School of Public Service,60-64,46
200803,Financial Transactions and Reports Analysis Centre of Canada,20-24,46
200806,Parks Canada,65-69,46
200806,National Defence,70 +,46
200806,Western Economic Diversification Canada,40-44,46
200809,Canadian Grain Commission,25-29,46
200809,Economic Development Agency of Canada for the Regions of Quebec,35-39,46
200809,Canadian International Development Agency,20-24,46
200809,Public Services and Procurement Canada,< 20,46
200812,Office of the Auditor General of Canada,55-59,46
200812,Elections Canada,20-24,46
200812,Economic Development Agency of Canada for the Regions of Quebec,30-34,46
200812,Western Economic Diversification Canada,30-34,46
200812,Western Economic Diversification Canada,40-44,46
200903,Office of the Auditor General of Canada,55-59,46
200903,Canada School of Public Service,60-64,46
200903,Canadian Nuclear Safety Commission,60-64,46
200903,Veterans Affairs Canada,65-69,46
200903,National Energy Board,55-59,46
200903,Indian Residential Schools Resolution Canada,50-54,46
200906,Science and Engineering Research Canada,25-29,46
200906,Science and Engineering Research Canada,50-54,46
200906,Canadian Radio-television and Telecommunications Commission,35-39,46
200906,Western Economic Diversification Canada,40-44,46
200909,Elections Canada,55-59,46
200909,Financial Transactions and Reports Analysis Centre of Canada,40-44,46
200909,Canadian Institutes of Health Research,25-29,46
200909,Canada Public Service Agency,30-34,46
200912,Elections Canada,55-59,46
200912,Financial Transactions and Reports Analysis Centre of Canada,25-29,46
200912,Financial Transactions and Reports Analysis Centre of Canada,30-34,46
200912,Indigenous and Northern Affairs Canada,65-69,46
200912,Canadian Radio-television and Telecommunications Commission,35-39,46
201003,Financial Transactions and Reports Analysis Centre of Canada,30-34,46
201003,Transportation Safety Board of Canada,45-49,46
201006,Elections Canada,55-59,46
201006,Canadian Space Agency,20-24,46
201006,Natural Resources Canada,< 20,46
201012,Canadian Transportation Agency,50-54,46
201012,Financial Transactions and Reports Analysis Centre of Canada,30-34,46
201012,Canadian Space Agency,25-29,46
201012,National Energy Board,55-59,46
201012,Infrastructure Canada,40-44,46
201103,Department of Finance Canada,55-59,46
201103,Transportation Safety Board of Canada,45-49,46
201106,Financial Transactions and Reports Analysis Centre of Canada,30-34,46
201106,Innovation Science and Economic Development Canada,65-69,46
201112,Economic Development Agency of Canada for the Regions of Quebec,30-34,46
201112,Royal Canadian Mounted Police (Civilian Staff),65-69,46
201112,Western Economic Diversification Canada,40-44,46
201203,Offices of the information and Privacy Commissioners of Canada,30-34,46
201203,Western Economic Diversification Canada,40-44,46
201206,Economic Development Agency of Canada for the Regions of Quebec,40-44,46
201206,Public Safety Canada,20-24,46
201206,Transportation Safety Board of Canada,55-59,46
201209,Offices of the information and Privacy Commissioners of Canada,30-34,46
201209,Canadian Radio-television and Telecommunications Commission,25-29,46
201209,Transportation Safety Board of Canada,55-59,46
201212,Western Economic Diversification Canada,35-39,46
201303,Parks Canada,20-24,46
201303,Financial Transactions and Reports Analysis Centre of Canada,45-49,46
201303,Western Economic Diversification Canada,35-39,46
201306,Innovation Science and Economic Development Canada,65-69,46
201306,Economic Development Agency of Canada for the Regions of Quebec,55-59,46
201306,Federal Judges not part of any department,45-49,46
201309,Atlantic Canada Opportunities Agency,30-34,46
201309,Elections Canada,25-29,46
201309,Immigration Refugees and Citizenship Canada,65-69,46
201309,Infrastructure Canada,25-29,46
201309,Parole Board of Canada,35-39,46
201312,Offices of the information and Privacy Commissioners of Canada,30-34,46
201312,Western Economic Diversification Canada,35-39,46
201312,Western Economic Diversification Canada,45-49,46
201403,Atlantic Canada Opportunities Agency,30-34,46
201403,Library and Archives Canada,20-24,46
201403,Canadian Space Agency,30-34,46
201403,Canadian Radio-television and Telecommunications Commission,40-44,46
201406,Economic Development Agency of Canada for the Regions of Quebec,45-49,46
201406,Offices of the information and Privacy Commissioners of Canada,35-39,46
201406,Statistics Canada,< 20,46
201409,Library and Archives Canada,20-24,46
201409,National Film Board,55-59,46
201409,Western Economic Diversification Canada,45-49,46
201412,Elections Canada,20-24,46
201503,Innovation Science and Economic Development Canada,65-69,46
201503,Shared Services Canada,65-69,46
201503,Public Safety Canada,20-24,46
201503,Western Economic Diversification Canada,35-39,46
201503,Western Economic Diversification Canada,45-49,46
201506,Administrative Tribunals Support Service of Canada,35-39,46
201506,Canadian Grain Commission,45-49,46
201506,Canadian Nuclear Safety Commission,25-29,46
201506,Canadian Environmental Assessment Agency,35-39,46
201506,Canadian Radio-television and Telecommunications Commission,45-49,46
201506,Canadian Radio-television and Telecommunications Commission,55-59,46
201509,Administrative Tribunals Support Service of Canada,35-39,46
201509,Financial Transactions and Reports Analysis Centre of Canada,35-39,46
201509,Fisheries and Oceans Canada,< 20,46
201509,Canadian Environmental Assessment Agency,35-39,46
201509,Canadian Radio-television and Telecommunications Commission,45-49,46
201512,Canadian Grain Commission,35-39,46
201512,Canadian Grain Commission,45-49,46
201512,Economic Development Agency of Canada for the Regions of Quebec,40-44,46
201512,Infrastructure Canada,45-49,46
201603,Library and Archives Canada,60-64,46
201603,Canadian Environmental Assessment Agency,35-39,46
201603,Economic Development Agency of Canada for the Regions of Quebec,45-49,46
201603,Canadian Radio-television and Telecommunications Commission,45-49,46
200803,Canadian Space Agency,55-59,45
200803,National Defence,70 +,45
200803,Veterans Affairs Canada,65-69,45
200803,Canadian Radio-television and Telecommunications Commission,40-44,45
200803,Western Economic Diversification Canada,25-29,45
200806,Library and Archives Canada,20-24,45
200806,Canadian Grain Commission,25-29,45
200806,Veterans Affairs Canada,65-69,45
200806,National Energy Board,50-54,45
200806,Economic Development Agency of Canada for the Regions of Quebec,55-59,45
200806,Canadian Food Inspection Agency,65-69,45
200806,Indian Residential Schools Resolution Canada,45-49,45
200806,Western Economic Diversification Canada,30-34,45
200809,Canadian Transportation Agency,45-49,45
200809,Office of the Auditor General of Canada,55-59,45
200809,Elections Canada,20-24,45
200809,Privy Council Office,20-24,45
200809,Canadian Radio-television and Telecommunications Commission,25-29,45
200809,Western Economic Diversification Canada,40-44,45
200812,Financial Transactions and Reports Analysis Centre of Canada,40-44,45
200812,National Energy Board,40-44,45
200812,Infrastructure Canada,30-34,45
200812,Privy Council Office,20-24,45
200903,Financial Transactions and Reports Analysis Centre of Canada,25-29,45
200903,Canadian Space Agency,20-24,45
200903,Western Economic Diversification Canada,40-44,45
200906,Elections Canada,55-59,45
200906,National Energy Board,35-39,45
200906,National Energy Board,55-59,45
200906,Economic Development Agency of Canada for the Regions of Quebec,30-34,45
200906,Federal Judges not part of any department,45-49,45
200906,Correctional Service Canada,< 20,45
200909,Office of the Auditor General of Canada,20-24,45
200909,Library and Archives Canada,20-24,45
200909,Canada Public Service Agency,55-59,45
200909,Health Canada,< 20,45
200909,Science and Engineering Research Canada,50-54,45
200912,Science and Engineering Research Canada,50-54,45
201003,National Energy Board,35-39,45
201003,Health Canada,< 20,45
201003,Parole Board of Canada,35-39,45
201003,Royal Canadian Mounted Police (Civilian Staff),65-69,45
201006,Environment and Climate Change Canada,< 20,45
201006,Parole Board of Canada,35-39,45
201006,Royal Canadian Mounted Police (Civilian Staff),65-69,45
201009,Elections Canada,55-59,45
201009,Indigenous and Northern Affairs Canada,65-69,45
201012,Library and Archives Canada,20-24,45
201103,Office of the Auditor General of Canada,20-24,45
201103,Financial Transactions and Reports Analysis Centre of Canada,30-34,45
201103,Economic Development Agency of Canada for the Regions of Quebec,55-59,45
201103,Indigenous and Northern Affairs Canada,65-69,45
201103,National Film Board,55-59,45
201103,Public Service Commission of Canada,60-64,45
201103,Western Economic Diversification Canada,35-39,45
201103,Western Economic Diversification Canada,40-44,45
201106,Veterans Affairs Canada,65-69,45
201109,Canadian Space Agency,25-29,45
201109,Canadian Space Agency,60-64,45
201109,National Defence,< 20,45
201109,Veterans Affairs Canada,65-69,45
201109,National Energy Board,55-59,45
201109,Offices of the information and Privacy Commissioners of Canada,30-34,45
201109,Immigration and Refugee Board of Canada,20-24,45
201112,Canadian Institutes of Health Research,25-29,45
201112,Federal Judges not part of any department,45-49,45
201112,Western Economic Diversification Canada,25-29,45
201112,Western Economic Diversification Canada,35-39,45
201203,Canadian Transportation Agency,50-54,45
201203,Library and Archives Canada,60-64,45
201203,National Energy Board,40-44,45
201203,National Energy Board,55-59,45
201206,Library and Archives Canada,60-64,45
201206,Canada Border Services Agency,< 20,45
201206,Elections Canada,55-59,45
201206,Office of the Superintendent of Financial Institutions Canada,25-29,45
201209,Elections Canada,55-59,45
201212,Department of Finance Canada,55-59,45
201212,Canadian Heritage,20-24,45
201303,National Defence,< 20,45
201303,Offices of the information and Privacy Commissioners of Canada,30-34,45
201303,National Research Council Canada,20-24,45
201303,Canadian Radio-television and Telecommunications Commission,55-59,45
201303,Transportation Safety Board of Canada,50-54,45
201303,Western Economic Diversification Canada,30-34,45
201306,Offices of the information and Privacy Commissioners of Canada,35-39,45
201309,Agriculture and Agri-Food Canada,< 20,45
201309,Financial Transactions and Reports Analysis Centre of Canada,45-49,45
201309,Parole Board of Canada,30-34,45
201309,Transportation Safety Board of Canada,50-54,45
201312,Transport Canada,20-24,45
201312,Canadian Radio-television and Telecommunications Commission,55-59,45
201403,Canadian Environmental Assessment Agency,35-39,45
201403,Offices of the information and Privacy Commissioners of Canada,30-34,45
201403,Canadian Radio-television and Telecommunications Commission,55-59,45
201403,Western Economic Diversification Canada,35-39,45
201406,Atlantic Canada Opportunities Agency,30-34,45
201406,Canadian Radio-television and Telecommunications Commission,55-59,45
201409,Employment and Social Development Canada,< 20,45
201409,Fisheries and Oceans Canada,< 20,45
201409,Offices of the information and Privacy Commissioners of Canada,30-34,45
201409,Immigration and Refugee Board of Canada,25-29,45
201409,Canadian Radio-television and Telecommunications Commission,55-59,45
201412,Canadian Space Agency,30-34,45
201412,Economic Development Agency of Canada for the Regions of Quebec,40-44,45
201412,Shared Services Canada,65-69,45
201412,Infrastructure Canada,40-44,45
201503,Elections Canada,20-24,45
201503,National Energy Board,45-49,45
201503,Offices of the information and Privacy Commissioners of Canada,30-34,45
201503,National Film Board,30-34,45
201506,Elections Canada,20-24,45
201506,National Energy Board,45-49,45
201509,Economic Development Agency of Canada for the Regions of Quebec,35-39,45
201509,Economic Development Agency of Canada for the Regions of Quebec,40-44,45
201509,Public Prosecution Service of Canada,60-64,45
201512,Canadian Transportation Agency,50-54,45
201512,Employment and Social Development Canada,70 +,45
201512,Economic Development Agency of Canada for the Regions of Quebec,35-39,45
201512,Statistics Canada,70 +,45
201603,Administrative Tribunals Support Service of Canada,45-49,45
201603,Offices of the information and Privacy Commissioners of Canada,35-39,45
201603,Privy Council Office,25-29,45
201603,Social Sciences and Humanities Research Council of Canada,35-39,45
200803,Canadian Food Inspection Agency,65-69,44
200803,Western Economic Diversification Canada,30-34,44
